skill_id,hero_id,slot,source_technique_id,name_en,name_vi,channel,kind,tags,explicitness,status,research_note
hvs-shinno-base-skill-1,shinno-base,SKILL_1,taijutsu-combo,Taijutsu Combo,Taijutsu Combo,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/taijutsu-combo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shinno-base-skill-2,shinno-base,SKILL_2,eight-gates,Eight Gates,Eight Gates,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/eight-gates; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shinno-base-ultimate,shinno-base,ULTIMATE,night-guy,Night Guy,Night Guy,PHYSICAL,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/night-guy; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shinno-base-passive,shinno-base,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gates/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shino-aburame-core-basic,shino-aburame-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shino-aburame-core-skill-1,shino-aburame-core,SKILL_1,parasitic-insects,Parasitic Insects,Parasitic Insects,CHAKRA,ACTIVE,insect,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/parasitic-insects; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shino-aburame-core-skill-2,shino-aburame-core,SKILL_2,insect-sphere,Insect Sphere,Insect Sphere,CHAKRA,ULTIMATE,insect|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/insect-sphere; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shino-aburame-core-ultimate,shino-aburame-core,ULTIMATE,chakra-drain,Chakra Drain,Chakra Drain,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/chakra-drain; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shino-aburame-core-passive,shino-aburame-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shisui-anbu-basic,shisui-anbu,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shisui-anbu-skill-1,shisui-anbu,SKILL_1,fireball-jutsu,Fireball Jutsu,Fireball Jutsu,CHAKRA,ACTIVE,fire,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/fireball-jutsu; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shisui-anbu-skill-2,shisui-anbu,SKILL_2,chidori,Chidori,Chidori,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/chidori; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shisui-anbu-ultimate,shisui-anbu,ULTIMATE,kirin,Kirin,Kirin,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/kirin; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shisui-anbu-passive,shisui-anbu,PASSIVE,passive-sharingan,Passive Sharingan,Passive Sharingan,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sasuke/passive-sharingan; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shizune-core-basic,shizune-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from medical/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shizune-core-skill-1,shizune-core,SKILL_1,chakra-punch,Chakra Punch,Chakra Punch,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from medical/chakra-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shizune-core-skill-2,shizune-core,SKILL_2,mystical-palm,Mystical Palm,Mystical Palm,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from medical/mystical-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shizune-core-ultimate,shizune-core,ULTIMATE,hundred-healings,Strength of a Hundred Healings,Strength of a Hundred Healings,CHAKRA,ULTIMATE,heal|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from medical/hundred-healings; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-shizune-core-passive,shizune-core,PASSIVE,passive-medical,Passive Medical,Passive Medical,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from medical/passive-medical; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-sora-base-basic,sora-base,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-sora-base-skill-1,sora-base,SKILL_1,tailed-cloak,Tailed Cloak,Tailed Cloak,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-cloak; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-sora-base-skill-2,sora-base,SKILL_2,kurama-claw,Kurama Claw,Kurama Claw,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/kurama-claw; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-sora-base-ultimate,sora-base,ULTIMATE,tailed-beast-bomb,Tailed Beast Bomb,Tailed Beast Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/tailed-beast-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-sora-base-passive,sora-base,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from jinchuriki/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-suigetsu-hozuki-core-basic,suigetsu-hozuki-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-suigetsu-hozuki-core-skill-1,suigetsu-hozuki-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-suigetsu-hozuki-core-skill-2,suigetsu-hozuki-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-suigetsu-hozuki-core-ultimate,suigetsu-hozuki-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-suigetsu-hozuki-core-passive,suigetsu-hozuki-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-taiseki-core-basic,taiseki-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-taiseki-core-skill-1,taiseki-core,SKILL_1,earth-wall,Earth Wall,Earth Wall,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-wall; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-taiseki-core-skill-2,taiseki-core,SKILL_2,earth-pillar,Earth Pillar,Earth Pillar,CHAKRA,ACTIVE,earth,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-pillar; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-taiseki-core-ultimate,taiseki-core,ULTIMATE,earth-quake,Earth Quake,Earth Quake,CHAKRA,ULTIMATE,earth|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/earth-quake; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-taiseki-core-passive,taiseki-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from earth/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tayuya-base-basic,tayuya-base,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tayuya-base-skill-1,tayuya-base,SKILL_1,flute-genjutsu,Flute Genjutsu,Flute Genjutsu,CHAKRA,ACTIVE,genjutsu,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/flute-genjutsu; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tayuya-base-skill-2,tayuya-base,SKILL_2,sound-wave,Sound Wave,Sound Wave,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/sound-wave; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tayuya-base-ultimate,tayuya-base,ULTIMATE,demon-flute-phantoms,Demon Flute Phantoms,Demon Flute Phantoms,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/demon-flute-phantoms; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tayuya-base-passive,tayuya-base,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sound/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-temari-core-basic,temari-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-temari-core-skill-1,temari-core,SKILL_1,wind-scythe,Wind Scythe,Wind Scythe,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-scythe; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-temari-core-skill-2,temari-core,SKILL_2,wind-blade,Wind Blade,Wind Blade,CHAKRA,ACTIVE,wind,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/wind-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-temari-core-ultimate,temari-core,ULTIMATE,great-wind-burst,Great Wind Burst,Great Wind Burst,CHAKRA,ULTIMATE,wind|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/great-wind-burst; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-temari-core-passive,temari-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from wind/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tenten-core-basic,tenten-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tenten-core-skill-1,tenten-core,SKILL_1,body-flicker,Body Flicker,Body Flicker,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/body-flicker; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tenten-core-skill-2,tenten-core,SKILL_2,chakra-blade,Chakra Blade,Chakra Blade,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/chakra-blade; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tenten-core-ultimate,tenten-core,ULTIMATE,crescent-slash,Crescent Slash,Crescent Slash,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/crescent-slash; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tenten-core-passive,tenten-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from swordsman/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-third-raikage-core-basic,third-raikage-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from raikage/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-third-raikage-core-skill-1,third-raikage-core,SKILL_1,lightning-armor,Lightning Armor,Lightning Armor,CHAKRA,ACTIVE,lightning,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from raikage/lightning-armor; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-third-raikage-core-skill-2,third-raikage-core,SKILL_2,lariat,Lariat,Lariat,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from raikage/lariat; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-third-raikage-core-ultimate,third-raikage-core,ULTIMATE,lightning-straight,Lightning Straight,Lightning Straight,PHYSICAL,ULTIMATE,lightning|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from raikage/lightning-straight; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-third-raikage-core-passive,third-raikage-core,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from raikage/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tobirama-hokage-basic,tobirama-hokage,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tobirama-hokage-skill-1,tobirama-hokage,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tobirama-hokage-skill-2,tobirama-hokage,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tobirama-hokage-ultimate,tobirama-hokage,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-tobirama-hokage-passive,tobirama-hokage,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toneri-base-basic,toneri-base,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toneri-base-skill-1,toneri-base,SKILL_1,limbo,Limbo,Limbo,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/limbo; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toneri-base-skill-2,toneri-base,SKILL_2,truth-seeking-orbs,Truth-Seeking Orbs,Truth-Seeking Orbs,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/truth-seeking-orbs; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toneri-base-ultimate,toneri-base,ULTIMATE,tengai-shinsei,Tengai Shinsei,Tengai Shinsei,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/tengai-shinsei; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toneri-base-passive,toneri-base,PASSIVE,passive-sage,Passive Sage,Passive Sage,CHAKRA,PASSIVE,sage|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from sixpaths/passive-sage; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torifu-akimichi-core-basic,torifu-akimichi-core,BASIC,basic-punch,Basic Punch,Basic Punch,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/basic-punch; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torifu-akimichi-core-skill-1,torifu-akimichi-core,SKILL_1,partial-expansion,Partial Expansion,Partial Expansion,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/partial-expansion; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torifu-akimichi-core-skill-2,torifu-akimichi-core,SKILL_2,human-boulder,Human Boulder,Human Boulder,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/human-boulder; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torifu-akimichi-core-ultimate,torifu-akimichi-core,ULTIMATE,butterfly-bomb,Butterfly Bomb,Butterfly Bomb,CHAKRA,ULTIMATE,burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/butterfly-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torifu-akimichi-core-passive,torifu-akimichi-core,PASSIVE,passive-will-of-fire,Passive Will Of Fire,Passive Will Of Fire,CHAKRA,PASSIVE,fire|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from akimichi/passive-will-of-fire; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toroi-core-basic,toroi-core,BASIC,basic-chakra-palm,Basic Chakra Palm,Basic Chakra Palm,CHAKRA,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/basic-chakra-palm; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toroi-core-skill-1,toroi-core,SKILL_1,sand-shield,Sand Shield,Sand Shield,CHAKRA,ACTIVE,sand,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-shield; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toroi-core-skill-2,toroi-core,SKILL_2,sand-coffin,Sand Coffin,Sand Coffin,CHAKRA,ACTIVE,sand,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-coffin; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toroi-core-ultimate,toroi-core,ULTIMATE,sand-mausoleum,Sand Mausoleum,Sand Mausoleum,CHAKRA,ULTIMATE,sand|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/sand-mausoleum; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-toroi-core-passive,toroi-core,PASSIVE,passive-jinchuriki,Passive Jinchuriki,Passive Jinchuriki,CHAKRA,PASSIVE,jinchuriki|passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from gaara/passive-jinchuriki; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torune-aburame-core-basic,torune-aburame-core,BASIC,basic-kunai,Basic Kunai,Basic Kunai,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/basic-kunai; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torune-aburame-core-skill-1,torune-aburame-core,SKILL_1,parasitic-insects,Parasitic Insects,Parasitic Insects,CHAKRA,ACTIVE,insect,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/parasitic-insects; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torune-aburame-core-skill-2,torune-aburame-core,SKILL_2,insect-sphere,Insect Sphere,Insect Sphere,CHAKRA,ULTIMATE,insect|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/insect-sphere; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torune-aburame-core-ultimate,torune-aburame-core,ULTIMATE,chakra-drain,Chakra Drain,Chakra Drain,CHAKRA,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/chakra-drain; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-torune-aburame-core-passive,torune-aburame-core,PASSIVE,passive-strategist,Passive Strategist,Passive Strategist,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from aburame/passive-strategist; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-udon-ise-core-basic,udon-ise-core,BASIC,basic-sword,Basic Sword,Basic Sword,PHYSICAL,BASIC,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/basic-sword; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-udon-ise-core-skill-1,udon-ise-core,SKILL_1,water-dragon,Water Dragon,Water Dragon,CHAKRA,ACTIVE,water,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-dragon; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-udon-ise-core-skill-2,udon-ise-core,SKILL_2,mist-assassination,Mist Assassination,Mist Assassination,PHYSICAL,ACTIVE,combat,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/mist-assassination; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-udon-ise-core-ultimate,udon-ise-core,ULTIMATE,water-shark-bomb,Water Shark Bomb,Water Shark Bomb,CHAKRA,ULTIMATE,water|burst,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/water-shark-bomb; M47 must tune version-specific mechanics and evidence before final canon parity.
hvs-udon-ise-core-passive,udon-ise-core,PASSIVE,passive-swordsman,Passive Swordsman,Passive Swordsman,CHAKRA,PASSIVE,passive,HERO_VERSION_EXPLICIT_ALIAS,PLAYABLE_DESIGN_BASELINE,Explicit per-version alias seeded from water/passive-swordsman; M47 must tune version-specific mechanics and evidence before final canon parity.
